# ATENCAO: todos os fluxos deste arquivo sao SUPOSICOES; nao sao dados reais da Amanda nem das empresas citadas.
# O caso central reaproveita tickets, cadencias e dispersoes sinteticas de motor/arquetipos.py.
# Os casos baixo e alto aplicam 0,5x e 2,0x ao volume central; esses multiplicadores nao vieram de dados observados.
# Wise, Nomad, AstroPay e BCB sao referencias publicas de escala, nao fontes do fluxo projetado.
# Cada Ordem continua sendo a posicao liquida que o cliente decidiu enviar; nao ha autonetting adicional.
cenario_custo,nome_mix,n_clientes,janela_dias,horizonte_dias,cenario_fluxo,descricao_custo,descricao_fluxo,multiplicador_fluxo,natureza_do_fluxo,n_sementes,volume_anual_central_brl_p10,volume_anual_central_brl_p50,volume_anual_central_brl_p90,volume_anual_assumido_brl_p10,volume_anual_assumido_brl_p50,volume_anual_assumido_brl_p90,economia_bps_escala_assumida_p10,economia_bps_escala_assumida_p50,economia_bps_escala_assumida_p90,economia_anual_assumida_brl_p10,economia_anual_assumida_brl_p50,economia_anual_assumida_brl_p90,fracao_economia_positiva
sem_tarifa_fixa,corporativo_pesado,12,1,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,94.110794,108.084980,120.534624,9928949.145342,11795800.764086,13809753.603902,1.000000
iof_incerto_zero,corporativo_pesado,12,1,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,85.278037,99.291654,112.620669,2248683.332942,2718592.491231,3202365.945558,1.000000
iof_incerto_zero,corporativo_pesado,12,1,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,85.067066,99.045697,112.397037,4485486.648312,5424504.994601,6392211.884254,1.000000
iof_incerto_zero,corporativo_pesado,12,1,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,84.961581,98.919646,112.285221,8959093.279052,10836330.001340,12771903.761646,1.000000
piso_sem_componentes_incertos,corporativo_pesado,12,1,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,64.406214,76.468908,88.485560,1697292.474341,2100063.988285,2551798.355156,1.000000
piso_sem_componentes_incertos,corporativo_pesado,12,1,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,64.406214,76.468908,88.485560,3394584.948681,4200127.976570,5103596.710312,1.000000
piso_sem_componentes_incertos,corporativo_pesado,12,1,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,64.406214,76.468908,88.485560,6789169.897362,8400255.953141,10207193.420624,1.000000
carry_25bps,corporativo_pesado,12,1,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,77.266284,89.717969,101.819468,2036705.900312,2453278.453148,2890911.674521,1.000000
carry_25bps,corporativo_pesado,12,1,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,77.055313,89.465867,101.595564,4062931.780367,4893876.905653,5768743.343714,1.000000
carry_25bps,corporativo_pesado,12,1,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,76.937115,89.339816,101.476392,8114754.875657,9775073.810663,11524406.682100,1.000000
combinado_severo,corporativo_pesado,12,1,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,46.365450,57.621681,69.438741,1223063.311740,1577027.225081,1994599.517219,1.000000
combinado_severo,corporativo_pesado,12,1,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,46.365450,57.621681,69.438741,2446126.623481,3154054.450161,3989199.034439,1.000000
combinado_severo,corporativo_pesado,12,1,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,46.365450,57.621681,69.438741,4892253.246962,6308108.900323,7978398.068877,1.000000
sem_carry,corporativo_pesado,12,1,365,baixo_0_5x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,97.808820,112.063376,124.536735,2580882.182832,3060241.247108,3571415.001080,1.000000
sem_carry,corporativo_pesado,12,1,365,central_1_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,97.598994,111.809403,124.308264,5149884.365130,6106882.473819,7129550.026591,1.000000
sem_carry,corporativo_pesado,12,1,365,alto_2_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,97.494081,111.690809,124.194029,10287888.729725,12200164.927240,14245820.077613,1.000000
base_hipotetica,corporativo_pesado,12,7,365,baixo_0_5x,Hipoteses atuais do modelo; ainda nao calibradas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,94.349218,108.276506,120.805517,2470336.598428,2958384.404225,3449339.648834,1.000000
base_hipotetica,corporativo_pesado,12,7,365,central_1_0x,Hipoteses atuais do modelo; ainda nao calibradas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,94.119653,108.034930,120.576250,4930153.187767,5904368.810396,6885919.311333,1.000000
base_hipotetica,corporativo_pesado,12,7,365,alto_2_0x,Hipoteses atuais do modelo; ainda nao calibradas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,94.004871,107.914142,120.461617,9849786.366446,11796337.622739,13759078.636331,1.000000
sem_spread,corporativo_pesado,12,7,365,baixo_0_5x,Retira integralmente o spread evitado.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,73.665068,85.570908,97.476771,1949651.388743,2350077.217295,2786417.728191,1.000000
sem_spread,corporativo_pesado,12,7,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,73.435503,85.316935,97.221921,3886063.037865,4687434.452483,5560315.434453,1.000000
sem_spread,corporativo_pesado,12,7,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,73.320721,85.189949,97.094496,7758886.097071,9362148.922860,11108110.846978,1.000000
sem_tarifa_fixa,corporativo_pesado,12,7,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,93.890093,107.793370,120.346970,2459816.776422,2945984.196669,3436579.487091,1.000000
sem_tarifa_fixa,corporativo_pesado,12,7,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,93.890093,107.793370,120.346970,4919633.552843,5891968.393339,6873158.974182,1.000000
sem_tarifa_fixa,corporativo_pesado,12,7,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,93.890093,107.793370,120.346970,9839267.105686,11783936.786678,13746317.948364,1.000000
iof_incerto_zero,corporativo_pesado,12,7,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,84.829941,98.690858,112.085333,2248683.332942,2706312.460822,3197054.432832,1.000000
iof_incerto_zero,corporativo_pesado,12,7,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,84.600376,98.426956,111.830483,4485486.648312,5398824.947037,6381588.843735,1.000000
iof_incerto_zero,corporativo_pesado,12,7,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,84.485594,98.297620,111.703058,8959093.279052,10783849.919468,12750657.665542,1.000000
piso_sem_componentes_incertos,corporativo_pesado,12,7,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,64.110780,75.764998,88.253440,1687132.916789,2088928.417028,2541572.537078,1.000000
piso_sem_componentes_incertos,corporativo_pesado,12,7,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,64.110780,75.764998,88.253440,3374265.833577,4177856.834055,5083145.074155,1.000000
piso_sem_componentes_incertos,corporativo_pesado,12,7,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,64.110780,75.764998,88.253440,6748531.667155,8355713.668110,10166290.148311,1.000000
carry_25bps,corporativo_pesado,12,7,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,76.974532,89.184293,101.338471,2037598.732094,2444126.528127,2886390.452697,1.000000
carry_25bps,corporativo_pesado,12,7,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,76.744967,88.938451,101.083621,4063317.446615,4875533.074147,5760260.883464,1.000000
carry_25bps,corporativo_pesado,12,7,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,76.630185,88.811465,100.956196,8114754.875657,9738346.166188,11508001.744999,1.000000
combinado_severo,corporativo_pesado,12,7,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,45.728682,57.116514,68.641127,1215019.700109,1580079.271570,1981570.717881,1.000000
combinado_severo,corporativo_pesado,12,7,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,45.728682,57.116514,68.641127,2430039.400218,3160158.543139,3963141.435761,1.000000
combinado_severo,corporativo_pesado,12,7,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,45.728682,57.116514,68.641127,4860078.800437,6320317.086279,7926282.871522,1.000000
sem_carry,corporativo_pesado,12,7,365,baixo_0_5x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,249020920.605000,273141520.540000,297637266.735000,97.658682,111.818674,124.333909,2559762.617146,3053773.968222,3552023.059495,1.000000
sem_carry,corporativo_pesado,12,7,365,central_1_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,498041841.210000,546283041.080000,595274533.470000,97.429117,111.572926,124.104642,5107365.229940,6095147.938390,7091286.132654,1.000000
sem_carry,corporativo_pesado,12,7,365,alto_2_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,498041841.210000,546283041.080000,595274533.470000,996083682.420000,1092566082.160000,1190549066.940000,97.314335,111.445940,123.990009,10202570.455529,12177895.878727,14169812.278974,1.000000
base_hipotetica,psp_dominante,8,1,365,baixo_0_5x,Hipoteses atuais do modelo; ainda nao calibradas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,164.154493,180.184778,192.276449,1743633.056733,1961073.451435,2197782.595442,1.000000
base_hipotetica,psp_dominante,8,1,365,central_1_0x,Hipoteses atuais do modelo; ainda nao calibradas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,162.659162,178.605027,190.724630,3453506.118569,3889746.906703,4361965.202045,1.000000
base_hipotetica,psp_dominante,8,1,365,alto_2_0x,Hipoteses atuais do modelo; ainda nao calibradas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,161.943791,177.815152,190.043799,6873252.242240,7747093.817239,8690330.415252,1.000000
sem_spread,psp_dominante,8,1,365,baixo_0_5x,Retira integralmente o spread evitado.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,145.356243,159.589435,170.251899,1544810.547619,1736809.175713,1946133.405380,1.000000
sem_spread,psp_dominante,8,1,365,central_1_0x,Retira integralmente o spread evitado.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,143.929637,158.020702,168.705680,3055861.100341,3441218.355259,3858666.821921,1.000000
sem_spread,psp_dominante,8,1,365,alto_2_0x,Retira integralmente o spread evitado.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,143.193241,157.230827,168.024849,6077962.205786,6850036.714350,7683733.655003,1.000000
sem_tarifa_fixa,psp_dominante,8,1,365,baixo_0_5x,Retira integralmente a tarifa fixa evitada.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,161.254652,177.025267,189.362950,1709872.914253,1928673.234605,2164182.452072,1.000000
sem_tarifa_fixa,psp_dominante,8,1,365,central_1_0x,Retira integralmente a tarifa fixa evitada.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,161.254652,177.025267,189.362950,3419745.828505,3857346.469210,4328364.904144,1.000000
sem_tarifa_fixa,psp_dominante,8,1,365,alto_2_0x,Retira integralmente a tarifa fixa evitada.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,161.254652,177.025267,189.362950,6839491.657010,7714692.938419,8656729.808288,1.000000
iof_incerto_zero,psp_dominante,8,1,365,baixo_0_5x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,106.193545,120.016043,134.678291,1129901.644707,1304914.132724,1516460.522955,1.000000
iof_incerto_zero,psp_dominante,8,1,365,central_1_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,104.570320,118.460076,133.174107,2228123.289032,2577868.271814,3001881.049991,1.000000
iof_incerto_zero,psp_dominante,8,1,365,alto_2_0x,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,103.758708,117.710283,132.422015,4424566.577681,5123776.549994,5972722.104061,1.000000
piso_sem_componentes_incertos,psp_dominante,8,1,365,baixo_0_5x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,83.618082,96.440472,110.591219,890162.833026,1048962.399587,1250365.386143,1.000000
piso_sem_componentes_incertos,psp_dominante,8,1,365,central_1_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,83.618082,96.440472,110.591219,1780325.666052,2097924.799174,2500730.772286,1.000000
piso_sem_componentes_incertos,psp_dominante,8,1,365,alto_2_0x,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,83.618082,96.440472,110.591219,3560651.332103,4195849.598348,5001461.544571,1.000000
carry_25bps,psp_dominante,8,1,365,baixo_0_5x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,148.363963,162.889871,173.775827,1576622.149077,1772691.459828,1986397.275790,1.000000
carry_25bps,psp_dominante,8,1,365,central_1_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,146.926361,161.314194,172.228712,3119484.303258,3512982.923490,3939194.562741,1.000000
carry_25bps,psp_dominante,8,1,365,alto_2_0x,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.","Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,146.193329,160.524319,171.547881,6205208.611618,6993565.850812,7844789.136643,1.000000
combinado_severo,psp_dominante,8,1,365,baixo_0_5x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,67.397218,79.126233,92.567265,718749.415167,863633.043238,1041732.943232,1.000000
combinado_severo,psp_dominante,8,1,365,central_1_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,67.397218,79.126233,92.567265,1437498.830335,1727266.086477,2083465.886464,1.000000
combinado_severo,psp_dominante,8,1,365,alto_2_0x,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,67.397218,79.126233,92.567265,2874997.660669,3454532.172953,4166931.772928,1.000000
sem_carry,psp_dominante,8,1,365,baixo_0_5x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Metade do volume sintetico central; faixa de incerteza, nao dado observado.",0.500000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,100572858.760000,109850657.810000,119572879.295000,167.162213,183.478270,195.800377,1775444.658191,1996955.735551,2238046.465852,1.000000
sem_carry,psp_dominante,8,1,365,central_1_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,Volume produzido pelas hipoteses atuais de ticket e cadencia dos arquetipos.,1.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,201145717.520000,219701315.620000,239145758.590000,165.655886,181.898519,194.247662,3517129.321485,3961511.474934,4442492.942865,1.000000
sem_carry,psp_dominante,8,1,365,alto_2_0x,Limite superior simples: retira o custo de carry e mantem o restante na base.,"Duas vezes o volume sintetico central; faixa de incerteza, nao dado observado.",2.000000,SUPOSICAO SINTETICA; NAO E DADO REAL,300,201145717.520000,219701315.620000,239145758.590000,402291435.040000,439402631.240000,478291517.180000,164.943879,181.108644,193.566831,7000498.648073,7890622.953702,8851385.896892,1.000000
